id_venta,fecha,cliente,producto,cantidad,importe,medio_pago
V-26166,2026-05-06,Estudio Contable RyR,Toner HP,7,44842.66,tarjeta
V-26167,2026-05-07,Bar La Esquina,Servicio mensual,8,44979.67,efectivo
V-26168,2026-05-08,Distribuidora Sur,Cuaderno,9,45116.68,transferencia
V-26169,2026-05-09,Panaderia Ortiz,Mouse inalambrico,10,45253.69,tarjeta
V-26170,2026-05-10,Optica Vision,Servicio de consultoria,11,45390.70,efectivo
V-26171,2026-05-11,Tech Solutions,Toner HP,12,45527.71,transferencia
V-26172,2026-05-12,Farmacia Central,Servicio mensual,13,45664.72,tarjeta
V-26173,2026-05-13,Hotel Plaza,Cuaderno,14,45801.73,efectivo
V-26174,2026-05-14,Comercial Andrade,Mouse inalambrico,15,45938.74,transferencia
V-26175,2026-05-15,Garcia SA,Servicio de consultoria,16,46075.75,tarjeta
V-26176,2026-05-16,Juan Perez,Toner HP,17,46212.76,efectivo
V-26177,2026-05-17,Marta Gomez,Servicio mensual,18,46349.77,transferencia
V-26178,2026-05-18,Kiosco El Sol,Cuaderno,19,46486.78,tarjeta
V-26179,2026-05-19,Ferreteria Nuñez,Mouse inalambrico,20,46623.79,efectivo
V-26180,2026-05-20,Estudio Contable RyR,Servicio de consultoria,1,46760.80,transferencia
V-26181,2026-05-21,Bar La Esquina,Toner HP,2,46897.81,tarjeta
V-26182,2026-05-22,Distribuidora Sur,Servicio mensual,3,47034.82,efectivo
V-26183,2026-05-23,Panaderia Ortiz,Cuaderno,4,47171.83,transferencia
V-26184,2026-05-24,Optica Vision,Mouse inalambrico,5,47308.84,tarjeta
V-26185,2026-05-25,Tech Solutions,Servicio de consultoria,6,47445.85,efectivo
V-26186,2026-05-26,Farmacia Central,Toner HP,7,47582.86,transferencia
V-26187,2026-05-27,Hotel Plaza,Servicio mensual,8,47719.87,tarjeta
V-26188,2026-05-28,Comercial Andrade,Cuaderno,9,47856.88,efectivo
V-26189,2026-05-01,Garcia SA,Mouse inalambrico,10,47993.89,transferencia
V-26190,2026-05-02,Juan Perez,Servicio de consultoria,11,48130.90,tarjeta
V-26191,2026-05-03,Marta Gomez,Toner HP,12,48267.91,efectivo
V-26192,2026-05-04,Kiosco El Sol,Servicio mensual,13,48404.92,transferencia
V-26193,2026-05-05,Ferreteria Nuñez,Cuaderno,14,48541.93,tarjeta
V-26194,2026-05-06,Estudio Contable RyR,Mouse inalambrico,15,48678.94,efectivo
V-26195,2026-05-07,Bar La Esquina,Servicio de consultoria,16,48815.95,transferencia
V-26196,2026-05-08,Distribuidora Sur,Toner HP,17,48952.96,tarjeta
V-26197,2026-05-09,Panaderia Ortiz,Servicio mensual,18,49089.97,efectivo
V-26198,2026-05-10,Optica Vision,Cuaderno,19,49226.98,transferencia
V-26199,2026-05-11,Tech Solutions,Mouse inalambrico,20,49363.99,tarjeta
V-26200,2026-05-12,Farmacia Central,Servicio de consultoria,1,49500.00,efectivo
V-26201,2026-05-13,Hotel Plaza,Toner HP,2,49637.01,transferencia
V-26202,2026-05-14,Comercial Andrade,Servicio mensual,3,49774.02,tarjeta
V-26203,2026-05-15,Garcia SA,Cuaderno,4,49911.03,efectivo
V-26204,2026-05-16,Juan Perez,Mouse inalambrico,5,50048.04,transferencia
V-26205,2026-05-17,Marta Gomez,Servicio de consultoria,6,185.05,tarjeta
V-26206,2026-05-18,Kiosco El Sol,Toner HP,7,322.06,efectivo
V-26207,2026-05-19,Ferreteria Nuñez,Servicio mensual,8,459.07,transferencia
V-26208,2026-05-20,Estudio Contable RyR,Cuaderno,9,596.08,tarjeta
V-26209,2026-05-21,Bar La Esquina,Mouse inalambrico,10,733.09,efectivo
V-26210,2026-05-22,Distribuidora Sur,Servicio de consultoria,11,870.10,transferencia
V-26211,2026-05-23,Panaderia Ortiz,Toner HP,12,1007.11,tarjeta
V-26212,2026-05-24,Optica Vision,Servicio mensual,13,1144.12,efectivo
V-26213,2026-05-25,Tech Solutions,Cuaderno,14,1281.13,transferencia
V-26214,2026-05-26,Farmacia Central,Mouse inalambrico,15,1418.14,tarjeta
V-26215,2026-05-27,Hotel Plaza,Servicio de consultoria,16,1555.15,efectivo
V-26216,2026-05-28,Comercial Andrade,Toner HP,17,1692.16,transferencia
V-26217,2026-05-01,Garcia SA,Servicio mensual,18,1829.17,tarjeta
V-26218,2026-05-02,Juan Perez,Cuaderno,19,1966.18,efectivo
V-26219,2026-05-03,Marta Gomez,Mouse inalambrico,20,2103.19,transferencia
V-26220,2026-05-04,Kiosco El Sol,Servicio de consultoria,1,2240.20,tarjeta
V-26221,2026-05-05,Ferreteria Nuñez,Toner HP,2,2377.21,efectivo
V-26222,2026-05-06,Estudio Contable RyR,Servicio mensual,3,2514.22,transferencia
V-26223,2026-05-07,Bar La Esquina,Cuaderno,4,2651.23,tarjeta
V-26224,2026-05-08,Distribuidora Sur,Mouse inalambrico,5,2788.24,efectivo
V-26225,2026-05-09,Panaderia Ortiz,Servicio de consultoria,6,2925.25,transferencia
V-26226,2026-05-10,Optica Vision,Toner HP,7,3062.26,tarjeta
V-26227,2026-05-11,Tech Solutions,Servicio mensual,8,3199.27,efectivo
V-26228,2026-05-12,Farmacia Central,Cuaderno,9,3336.28,transferencia
V-26229,2026-05-13,Hotel Plaza,Mouse inalambrico,10,3473.29,tarjeta
V-26230,2026-05-14,Comercial Andrade,Servicio de consultoria,11,3610.30,efectivo
V-26231,2026-05-15,Garcia SA,Toner HP,12,3747.31,transferencia
V-26232,2026-05-16,Juan Perez,Servicio mensual,13,3884.32,tarjeta
V-26233,2026-05-17,Marta Gomez,Cuaderno,14,4021.33,efectivo
V-26234,2026-05-18,Kiosco El Sol,Mouse inalambrico,15,4158.34,transferencia
V-26235,2026-05-19,Ferreteria Nuñez,Servicio de consultoria,16,4295.35,tarjeta
V-26236,2026-05-20,Estudio Contable RyR,Toner HP,17,4432.36,efectivo
V-26237,2026-05-21,Bar La Esquina,Servicio mensual,18,4569.37,transferencia
V-26238,2026-05-22,Distribuidora Sur,Cuaderno,19,4706.38,tarjeta
V-26239,2026-05-23,Panaderia Ortiz,Mouse inalambrico,20,4843.39,efectivo
V-26240,2026-05-24,Optica Vision,Servicio de consultoria,1,4980.40,transferencia
V-26241,2026-05-25,Tech Solutions,Toner HP,2,5117.41,tarjeta
V-26242,2026-05-26,Farmacia Central,Servicio mensual,3,5254.42,efectivo
V-26243,2026-05-27,Hotel Plaza,Cuaderno,4,5391.43,transferencia
V-26244,2026-05-28,Comercial Andrade,Mouse inalambrico,5,5528.44,tarjeta
V-26245,2026-05-01,Garcia SA,Servicio de consultoria,6,5665.45,efectivo
V-26246,2026-05-02,Juan Perez,Toner HP,7,5802.46,transferencia
V-26247,2026-05-03,Marta Gomez,Servicio mensual,8,5939.47,tarjeta
V-26248,2026-05-04,Kiosco El Sol,Cuaderno,9,6076.48,efectivo
V-26249,2026-05-05,Ferreteria Nuñez,Mouse inalambrico,10,6213.49,transferencia
V-26250,2026-05-06,Estudio Contable RyR,Servicio de consultoria,11,6350.50,tarjeta
V-26251,2026-05-07,Bar La Esquina,Toner HP,12,6487.51,efectivo
V-26252,2026-05-08,Distribuidora Sur,Servicio mensual,13,6624.52,transferencia
V-26253,2026-05-09,Panaderia Ortiz,Cuaderno,14,6761.53,tarjeta
V-26254,2026-05-10,Optica Vision,Mouse inalambrico,15,6898.54,efectivo
V-26255,2026-05-11,Tech Solutions,Servicio de consultoria,16,7035.55,transferencia
V-26256,2026-05-12,Farmacia Central,Toner HP,17,7172.56,tarjeta
V-26257,2026-05-13,Hotel Plaza,Servicio mensual,18,7309.57,efectivo
V-26258,2026-05-14,Comercial Andrade,Cuaderno,19,7446.58,transferencia
V-26259,2026-05-15,Garcia SA,Mouse inalambrico,20,7583.59,tarjeta
V-26260,2026-05-16,Juan Perez,Servicio de consultoria,1,7720.60,efectivo
V-26261,2026-05-17,Marta Gomez,Toner HP,2,7857.61,transferencia
V-26262,2026-05-18,Kiosco El Sol,Servicio mensual,3,7994.62,tarjeta
V-26263,2026-05-19,Ferreteria Nuñez,Cuaderno,4,8131.63,efectivo
V-26264,2026-05-20,Estudio Contable RyR,Mouse inalambrico,5,8268.64,transferencia
V-26265,2026-05-21,Bar La Esquina,Servicio de consultoria,6,8405.65,tarjeta
V-26266,2026-05-22,Distribuidora Sur,Toner HP,7,8542.66,efectivo
V-26267,2026-05-23,Panaderia Ortiz,Servicio mensual,8,8679.67,transferencia
V-26268,2026-05-24,Optica Vision,Cuaderno,9,8816.68,tarjeta
V-26269,2026-05-25,Tech Solutions,Mouse inalambrico,10,8953.69,efectivo
V-26270,2026-05-26,Farmacia Central,Servicio de consultoria,11,9090.70,transferencia
V-26271,2026-05-27,Hotel Plaza,Toner HP,12,9227.71,tarjeta
V-26272,2026-05-28,Comercial Andrade,Servicio mensual,13,9364.72,efectivo
V-26273,2026-05-01,Garcia SA,Cuaderno,14,9501.73,transferencia
V-26274,2026-05-02,Juan Perez,Mouse inalambrico,15,9638.74,tarjeta
V-26275,2026-05-03,Marta Gomez,Servicio de consultoria,16,9775.75,efectivo
V-26276,2026-05-04,Kiosco El Sol,Toner HP,17,9912.76,transferencia
V-26277,2026-05-05,Ferreteria Nuñez,Servicio mensual,18,10049.77,tarjeta
V-26278,2026-05-06,Estudio Contable RyR,Cuaderno,19,10186.78,efectivo
V-26279,2026-05-07,Bar La Esquina,Mouse inalambrico,20,10323.79,transferencia
V-26280,2026-05-08,Distribuidora Sur,Servicio de consultoria,1,10460.80,tarjeta
V-26281,2026-05-09,Panaderia Ortiz,Toner HP,2,10597.81,efectivo
V-26282,2026-05-10,Optica Vision,Servicio mensual,3,10734.82,transferencia
V-26283,2026-05-11,Tech Solutions,Cuaderno,4,10871.83,tarjeta
V-26284,2026-05-12,Farmacia Central,Mouse inalambrico,5,11008.84,efectivo
V-26285,2026-05-13,Hotel Plaza,Servicio de consultoria,6,11145.85,transferencia
V-26286,2026-05-14,Comercial Andrade,Toner HP,7,11282.86,tarjeta
V-26287,2026-05-15,Garcia SA,Servicio mensual,8,11419.87,efectivo
V-26288,2026-05-16,Juan Perez,Cuaderno,9,11556.88,transferencia
V-26289,2026-05-17,Marta Gomez,Mouse inalambrico,10,11693.89,tarjeta
V-26290,2026-05-18,Kiosco El Sol,Servicio de consultoria,11,11830.90,efectivo
V-26291,2026-05-19,Ferreteria Nuñez,Toner HP,12,11967.91,transferencia
V-26292,2026-05-20,Estudio Contable RyR,Servicio mensual,13,12104.92,tarjeta
V-26293,2026-05-21,Bar La Esquina,Cuaderno,14,12241.93,efectivo
V-26294,2026-05-22,Distribuidora Sur,Mouse inalambrico,15,12378.94,transferencia
V-26295,2026-05-23,Panaderia Ortiz,Servicio de consultoria,16,12515.95,tarjeta
V-26296,2026-05-24,Optica Vision,Toner HP,17,12652.96,efectivo
V-26297,2026-05-25,Tech Solutions,Servicio mensual,18,12789.97,transferencia
V-26298,2026-05-26,Farmacia Central,Cuaderno,19,12926.98,tarjeta
V-26299,2026-05-27,Hotel Plaza,Mouse inalambrico,20,13063.99,efectivo
V-26300,2026-05-28,Comercial Andrade,Servicio de consultoria,1,13200.00,transferencia
V-26301,2026-05-01,Garcia SA,Toner HP,2,13337.01,tarjeta
V-26302,2026-05-02,Juan Perez,Servicio mensual,3,13474.02,efectivo
V-26303,2026-05-03,Marta Gomez,Cuaderno,4,13611.03,transferencia
V-26304,2026-05-04,Kiosco El Sol,Mouse inalambrico,5,13748.04,tarjeta
V-26305,2026-05-05,Ferreteria Nuñez,Servicio de consultoria,6,13885.05,efectivo
V-26306,2026-05-06,Estudio Contable RyR,Toner HP,7,14022.06,transferencia
V-26307,2026-05-07,Bar La Esquina,Servicio mensual,8,14159.07,tarjeta
V-26308,2026-05-08,Distribuidora Sur,Cuaderno,9,14296.08,efectivo
V-26309,2026-05-09,Panaderia Ortiz,Mouse inalambrico,10,14433.09,transferencia
V-26310,2026-05-10,Optica Vision,Servicio de consultoria,11,14570.10,tarjeta
V-26311,2026-05-11,Tech Solutions,Toner HP,12,14707.11,efectivo
V-26312,2026-05-12,Farmacia Central,Servicio mensual,13,14844.12,transferencia
V-26313,2026-05-13,Hotel Plaza,Cuaderno,14,14981.13,tarjeta
V-26314,2026-05-14,Comercial Andrade,Mouse inalambrico,15,15118.14,efectivo
V-26315,2026-05-15,Garcia SA,Servicio de consultoria,16,15255.15,transferencia
V-26316,2026-05-16,Juan Perez,Toner HP,17,15392.16,tarjeta
V-26317,2026-05-17,Marta Gomez,Servicio mensual,18,15529.17,efectivo
V-26318,2026-05-18,Kiosco El Sol,Cuaderno,19,15666.18,transferencia
V-26319,2026-05-19,Ferreteria Nuñez,Mouse inalambrico,20,15803.19,tarjeta
V-26320,2026-05-20,Estudio Contable RyR,Servicio de consultoria,1,15940.20,efectivo
V-26321,2026-05-21,Bar La Esquina,Toner HP,2,16077.21,transferencia
V-26322,2026-05-22,Distribuidora Sur,Servicio mensual,3,16214.22,tarjeta
V-26323,2026-05-23,Panaderia Ortiz,Cuaderno,4,16351.23,efectivo
V-26324,2026-05-24,Optica Vision,Mouse inalambrico,5,16488.24,transferencia
V-26325,2026-05-25,Tech Solutions,Servicio de consultoria,6,16625.25,tarjeta
V-26326,2026-05-26,Farmacia Central,Toner HP,7,16762.26,efectivo
V-26327,2026-05-27,Hotel Plaza,Servicio mensual,8,16899.27,transferencia
V-26328,2026-05-28,Comercial Andrade,Cuaderno,9,17036.28,tarjeta
V-26329,2026-05-01,Garcia SA,Mouse inalambrico,10,17173.29,efectivo
V-26330,2026-05-02,Juan Perez,Servicio de consultoria,11,17310.30,transferencia
V-26331,2026-05-03,Marta Gomez,Toner HP,12,17447.31,tarjeta
V-26332,2026-05-04,Kiosco El Sol,Servicio mensual,13,17584.32,efectivo
V-26333,2026-05-05,Ferreteria Nuñez,Cuaderno,14,17721.33,transferencia
V-26334,2026-05-06,Estudio Contable RyR,Mouse inalambrico,15,17858.34,tarjeta
V-26335,2026-05-07,Bar La Esquina,Servicio de consultoria,16,17995.35,efectivo
V-26336,2026-05-08,Distribuidora Sur,Toner HP,17,18132.36,transferencia
V-26337,2026-05-09,Panaderia Ortiz,Servicio mensual,18,18269.37,tarjeta
V-26338,2026-05-10,Optica Vision,Cuaderno,19,18406.38,efectivo
V-26339,2026-05-11,Tech Solutions,Mouse inalambrico,20,18543.39,transferencia
V-26340,2026-05-12,Farmacia Central,Servicio de consultoria,1,18680.40,tarjeta
V-26341,2026-05-13,Hotel Plaza,Toner HP,2,18817.41,efectivo
V-26342,2026-05-14,Comercial Andrade,Servicio mensual,3,18954.42,transferencia
V-26343,2026-05-15,Garcia SA,Cuaderno,4,19091.43,tarjeta
V-26344,2026-05-16,Juan Perez,Mouse inalambrico,5,19228.44,efectivo
V-26345,2026-05-17,Marta Gomez,Servicio de consultoria,6,19365.45,transferencia
V-26346,2026-05-18,Kiosco El Sol,Toner HP,7,19502.46,tarjeta
V-26347,2026-05-19,Ferreteria Nuñez,Servicio mensual,8,19639.47,efectivo
V-26348,2026-05-20,Estudio Contable RyR,Cuaderno,9,19776.48,transferencia
V-26349,2026-05-21,Bar La Esquina,Mouse inalambrico,10,19913.49,tarjeta
V-26350,2026-05-22,Distribuidora Sur,Servicio de consultoria,11,20050.50,efectivo
V-26351,2026-05-23,Panaderia Ortiz,Toner HP,12,20187.51,transferencia
V-26352,2026-05-24,Optica Vision,Servicio mensual,13,20324.52,tarjeta
V-26353,2026-05-25,Tech Solutions,Cuaderno,14,20461.53,efectivo
V-26354,2026-05-26,Farmacia Central,Mouse inalambrico,15,20598.54,transferencia
V-26355,2026-05-27,Hotel Plaza,Servicio de consultoria,16,20735.55,tarjeta
V-26356,2026-05-28,Comercial Andrade,Toner HP,17,20872.56,efectivo
V-26357,2026-05-01,Garcia SA,Servicio mensual,18,21009.57,transferencia
V-26358,2026-05-02,Juan Perez,Cuaderno,19,21146.58,tarjeta
V-26359,2026-05-03,Marta Gomez,Mouse inalambrico,20,21283.59,efectivo
V-26360,2026-05-04,Kiosco El Sol,Servicio de consultoria,1,21420.60,transferencia
V-26361,2026-05-05,Ferreteria Nuñez,Toner HP,2,21557.61,tarjeta
V-26362,2026-05-06,Estudio Contable RyR,Servicio mensual,3,21694.62,efectivo
V-26363,2026-05-07,Bar La Esquina,Cuaderno,4,21831.63,transferencia
V-26364,2026-05-08,Distribuidora Sur,Mouse inalambrico,5,21968.64,tarjeta
V-26365,2026-05-09,Panaderia Ortiz,Servicio de consultoria,6,22105.65,efectivo
V-26366,2026-05-10,Optica Vision,Toner HP,7,22242.66,transferencia
V-26367,2026-05-11,Tech Solutions,Servicio mensual,8,22379.67,tarjeta
V-26368,2026-05-12,Farmacia Central,Cuaderno,9,22516.68,efectivo
V-26369,2026-05-13,Hotel Plaza,Mouse inalambrico,10,22653.69,transferencia
V-26370,2026-05-14,Comercial Andrade,Servicio de consultoria,11,22790.70,tarjeta
V-26371,2026-05-15,Garcia SA,Toner HP,12,22927.71,efectivo
V-26372,2026-05-16,Juan Perez,Servicio mensual,13,23064.72,transferencia
V-26373,2026-05-17,Marta Gomez,Cuaderno,14,23201.73,tarjeta
V-26374,2026-05-18,Kiosco El Sol,Mouse inalambrico,15,23338.74,efectivo
V-26375,2026-05-19,Ferreteria Nuñez,Servicio de consultoria,16,23475.75,transferencia
V-26376,2026-05-20,Estudio Contable RyR,Toner HP,17,23612.76,tarjeta
V-26377,2026-05-21,Bar La Esquina,Servicio mensual,18,23749.77,efectivo
V-26378,2026-05-22,Distribuidora Sur,Cuaderno,19,23886.78,transferencia
V-26379,2026-05-23,Panaderia Ortiz,Mouse inalambrico,20,24023.79,tarjeta
V-26380,2026-05-24,Optica Vision,Servicio de consultoria,1,24160.80,efectivo
V-26381,2026-05-25,Tech Solutions,Toner HP,2,24297.81,transferencia
V-26382,2026-05-26,Farmacia Central,Servicio mensual,3,24434.82,tarjeta
V-26383,2026-05-27,Hotel Plaza,Cuaderno,4,24571.83,efectivo
V-26384,2026-05-28,Comercial Andrade,Mouse inalambrico,5,24708.84,transferencia
V-26385,2026-05-01,Garcia SA,Servicio de consultoria,6,24845.85,tarjeta
V-26386,2026-05-02,Juan Perez,Toner HP,7,24982.86,efectivo
V-26387,2026-05-03,Marta Gomez,Servicio mensual,8,25119.87,transferencia
V-26388,2026-05-04,Kiosco El Sol,Cuaderno,9,25256.88,tarjeta
V-26389,2026-05-05,Ferreteria Nuñez,Mouse inalambrico,10,25393.89,efectivo
V-26390,2026-05-06,Estudio Contable RyR,Servicio de consultoria,11,25530.90,transferencia
V-26391,2026-05-07,Bar La Esquina,Toner HP,12,25667.91,tarjeta
V-26392,2026-05-08,Distribuidora Sur,Servicio mensual,13,25804.92,efectivo
V-26393,2026-05-09,Panaderia Ortiz,Cuaderno,14,25941.93,transferencia
V-26394,2026-05-10,Optica Vision,Mouse inalambrico,15,26078.94,tarjeta
V-26395,2026-05-11,Tech Solutions,Servicio de consultoria,16,26215.95,efectivo
V-26396,2026-05-12,Farmacia Central,Toner HP,17,26352.96,transferencia
V-26397,2026-05-13,Hotel Plaza,Servicio mensual,18,26489.97,tarjeta
V-26398,2026-05-14,Comercial Andrade,Cuaderno,19,26626.98,efectivo
V-26399,2026-05-15,Garcia SA,Mouse inalambrico,20,26763.99,transferencia
V-26400,2026-05-16,Juan Perez,Servicio de consultoria,1,26900.00,tarjeta
V-26401,2026-05-17,Marta Gomez,Toner HP,2,27037.01,efectivo
V-26402,2026-05-18,Kiosco El Sol,Servicio mensual,3,27174.02,transferencia
V-26403,2026-05-19,Ferreteria Nuñez,Cuaderno,4,27311.03,tarjeta
V-26404,2026-05-20,Estudio Contable RyR,Mouse inalambrico,5,27448.04,efectivo
V-26405,2026-05-21,Bar La Esquina,Servicio de consultoria,6,27585.05,transferencia
V-26406,2026-05-22,Distribuidora Sur,Toner HP,7,27722.06,tarjeta
V-26407,2026-05-23,Panaderia Ortiz,Servicio mensual,8,27859.07,efectivo
V-26408,2026-05-24,Optica Vision,Cuaderno,9,27996.08,transferencia
V-26409,2026-05-25,Tech Solutions,Mouse inalambrico,10,28133.09,tarjeta
V-26410,2026-05-26,Farmacia Central,Servicio de consultoria,11,28270.10,efectivo
V-26411,2026-05-27,Hotel Plaza,Toner HP,12,28407.11,transferencia
V-26412,2026-05-28,Comercial Andrade,Servicio mensual,13,28544.12,tarjeta
V-26413,2026-05-01,Garcia SA,Cuaderno,14,28681.13,efectivo
V-26414,2026-05-02,Juan Perez,Mouse inalambrico,15,28818.14,transferencia
V-26415,2026-05-03,Marta Gomez,Servicio de consultoria,16,28955.15,tarjeta
V-26416,2026-05-04,Kiosco El Sol,Toner HP,17,29092.16,efectivo
V-26417,2026-05-05,Ferreteria Nuñez,Servicio mensual,18,29229.17,transferencia
V-26418,2026-05-06,Estudio Contable RyR,Cuaderno,19,29366.18,tarjeta
V-26419,2026-05-07,Bar La Esquina,Mouse inalambrico,20,29503.19,efectivo
V-26420,2026-05-08,Distribuidora Sur,Servicio de consultoria,1,29640.20,transferencia
V-26421,2026-05-09,Panaderia Ortiz,Toner HP,2,29777.21,tarjeta
V-26422,2026-05-10,Optica Vision,Servicio mensual,3,29914.22,efectivo
V-26423,2026-05-11,Tech Solutions,Cuaderno,4,30051.23,transferencia
V-26424,2026-05-12,Farmacia Central,Mouse inalambrico,5,30188.24,tarjeta
V-26425,2026-05-13,Hotel Plaza,Servicio de consultoria,6,30325.25,efectivo
V-26426,2026-05-14,Comercial Andrade,Toner HP,7,30462.26,transferencia
V-26427,2026-05-15,Garcia SA,Servicio mensual,8,30599.27,tarjeta
V-26428,2026-05-16,Juan Perez,Cuaderno,9,30736.28,efectivo
V-26429,2026-05-17,Marta Gomez,Mouse inalambrico,10,30873.29,transferencia
V-26430,2026-05-18,Kiosco El Sol,Servicio de consultoria,11,31010.30,tarjeta
V-26431,2026-05-19,Ferreteria Nuñez,Toner HP,12,31147.31,efectivo
V-26432,2026-05-20,Estudio Contable RyR,Servicio mensual,13,31284.32,transferencia
V-26433,2026-05-21,Bar La Esquina,Cuaderno,14,31421.33,tarjeta
V-26434,2026-05-22,Distribuidora Sur,Mouse inalambrico,15,31558.34,efectivo
V-26435,2026-05-23,Panaderia Ortiz,Servicio de consultoria,16,31695.35,transferencia
V-26436,2026-05-24,Optica Vision,Toner HP,17,31832.36,tarjeta
V-26437,2026-05-25,Tech Solutions,Servicio mensual,18,31969.37,efectivo
V-26438,2026-05-26,Farmacia Central,Cuaderno,19,32106.38,transferencia
V-26439,2026-05-27,Hotel Plaza,Mouse inalambrico,20,32243.39,tarjeta
V-26440,2026-05-28,Comercial Andrade,Servicio de consultoria,1,32380.40,efectivo
V-26441,2026-05-01,Garcia SA,Toner HP,2,32517.41,transferencia
V-26442,2026-05-02,Juan Perez,Servicio mensual,3,32654.42,tarjeta
V-26443,2026-05-03,Marta Gomez,Cuaderno,4,32791.43,efectivo
V-26444,2026-05-04,Kiosco El Sol,Mouse inalambrico,5,32928.44,transferencia
V-26445,2026-05-05,Ferreteria Nuñez,Servicio de consultoria,6,33065.45,tarjeta
V-26446,2026-05-06,Estudio Contable RyR,Toner HP,7,33202.46,efectivo
V-26447,2026-05-07,Bar La Esquina,Servicio mensual,8,33339.47,transferencia
V-26448,2026-05-08,Distribuidora Sur,Cuaderno,9,33476.48,tarjeta
V-26449,2026-05-09,Panaderia Ortiz,Mouse inalambrico,10,33613.49,efectivo
V-26450,2026-05-10,Optica Vision,Servicio de consultoria,11,33750.50,transferencia
V-26451,2026-05-11,Tech Solutions,Toner HP,12,33887.51,tarjeta
V-26452,2026-05-12,Farmacia Central,Servicio mensual,13,34024.52,efectivo
V-26453,2026-05-13,Hotel Plaza,Cuaderno,14,34161.53,transferencia
V-26454,2026-05-14,Comercial Andrade,Mouse inalambrico,15,34298.54,tarjeta
V-26455,2026-05-15,Garcia SA,Servicio de consultoria,16,34435.55,efectivo
V-26456,2026-05-16,Juan Perez,Toner HP,17,34572.56,transferencia
V-26457,2026-05-17,Marta Gomez,Servicio mensual,18,34709.57,tarjeta
V-26458,2026-05-18,Kiosco El Sol,Cuaderno,19,34846.58,efectivo
V-26459,2026-05-19,Ferreteria Nuñez,Mouse inalambrico,20,34983.59,transferencia
V-26460,2026-05-20,Estudio Contable RyR,Servicio de consultoria,1,35120.60,tarjeta
V-26461,2026-05-21,Bar La Esquina,Toner HP,2,35257.61,efectivo
V-26462,2026-05-22,Distribuidora Sur,Servicio mensual,3,35394.62,transferencia
V-26463,2026-05-23,Panaderia Ortiz,Cuaderno,4,35531.63,tarjeta
V-26464,2026-05-24,Optica Vision,Mouse inalambrico,5,35668.64,efectivo
V-26465,2026-05-25,Tech Solutions,Servicio de consultoria,6,35805.65,transferencia
V-26466,2026-05-26,Farmacia Central,Toner HP,7,35942.66,tarjeta
V-26467,2026-05-27,Hotel Plaza,Servicio mensual,8,36079.67,efectivo
V-26468,2026-05-28,Comercial Andrade,Cuaderno,9,36216.68,transferencia
V-26469,2026-05-01,Garcia SA,Mouse inalambrico,10,36353.69,tarjeta
V-26470,2026-05-02,Juan Perez,Servicio de consultoria,11,36490.70,efectivo
V-26471,2026-05-03,Marta Gomez,Toner HP,12,36627.71,transferencia
V-26472,2026-05-04,Kiosco El Sol,Servicio mensual,13,36764.72,tarjeta
V-26473,2026-05-05,Ferreteria Nuñez,Cuaderno,14,36901.73,efectivo
V-26474,2026-05-06,Estudio Contable RyR,Mouse inalambrico,15,37038.74,transferencia
V-26475,2026-05-07,Bar La Esquina,Servicio de consultoria,16,37175.75,tarjeta
V-26476,2026-05-08,Distribuidora Sur,Toner HP,17,37312.76,efectivo
V-26477,2026-05-09,Panaderia Ortiz,Servicio mensual,18,37449.77,transferencia
V-26478,2026-05-10,Optica Vision,Cuaderno,19,37586.78,tarjeta
V-26479,2026-05-11,Tech Solutions,Mouse inalambrico,20,37723.79,efectivo
V-26480,2026-05-12,Farmacia Central,Servicio de consultoria,1,37860.80,transferencia
V-26481,2026-05-13,Hotel Plaza,Toner HP,2,37997.81,tarjeta
V-26482,2026-05-14,Comercial Andrade,Servicio mensual,3,38134.82,efectivo
V-26483,2026-05-15,Garcia SA,Cuaderno,4,38271.83,transferencia
V-26484,2026-05-16,Juan Perez,Mouse inalambrico,5,38408.84,tarjeta
V-26485,2026-05-17,Marta Gomez,Servicio de consultoria,6,38545.85,efectivo
V-26486,2026-05-18,Kiosco El Sol,Toner HP,7,38682.86,transferencia
V-26487,2026-05-19,Ferreteria Nuñez,Servicio mensual,8,38819.87,tarjeta
V-26488,2026-05-20,Estudio Contable RyR,Cuaderno,9,38956.88,efectivo
V-26489,2026-05-21,Bar La Esquina,Mouse inalambrico,10,39093.89,transferencia
V-26490,2026-05-22,Distribuidora Sur,Servicio de consultoria,11,39230.90,tarjeta
V-26491,2026-05-23,Panaderia Ortiz,Toner HP,12,39367.91,efectivo
V-26492,2026-05-24,Optica Vision,Servicio mensual,13,39504.92,transferencia
V-26493,2026-05-25,Tech Solutions,Cuaderno,14,39641.93,tarjeta
V-26494,2026-05-26,Farmacia Central,Mouse inalambrico,15,39778.94,efectivo
V-26495,2026-05-27,Hotel Plaza,Servicio de consultoria,16,39915.95,transferencia
V-26496,2026-05-28,Comercial Andrade,Toner HP,17,40052.96,tarjeta
V-26497,2026-05-01,Garcia SA,Servicio mensual,18,40189.97,efectivo
V-26498,2026-05-02,Juan Perez,Cuaderno,19,40326.98,transferencia
V-26499,2026-05-03,Marta Gomez,Mouse inalambrico,20,40463.99,tarjeta
V-26500,2026-05-04,Kiosco El Sol,Servicio de consultoria,1,40600.00,efectivo
V-26501,2026-05-05,Ferreteria Nuñez,Toner HP,2,40737.01,transferencia
